0.107	0.000
0.112	0.000
0.107	0.000
0.117	0.000
0.117	0.000
0.122	0.000
0.122	0.000
0.127	0.000
0.122	0.000
0.137	-0.005
0.132	0.000
0.137	0.000
0.137	-0.010
0.142	-0.005
0.142	0.000
0.146	-0.010
0.146	0.000
0.156	0.000
0.151	-0.010
0.156	-0.005
0.156	0.000
0.161	-0.010
0.166	-0.010
0.171	0.000
0.171	0.000
0.176	-0.010
0.176	0.000
0.181	-0.010
0.181	-0.010
0.186	-0.010
0.186	0.000
0.195	-0.010
0.195	-0.010
0.195	-0.010
0.195	-0.010
0.200	-0.010
0.200	0.000
0.205	-0.010
0.205	-0.010
0.210	-0.005
0.215	-0.010
0.215	-0.010
0.220	0.000
0.220	-0.010
0.225	-0.010
0.229	-0.005
0.229	-0.010
0.234	-0.010
0.234	-0.010
0.239	-0.005
0.239	-0.010
0.244	-0.010
0.244	-0.005
0.249	-0.010
0.254	-0.010
0.254	-0.005
0.254	-0.010
0.259	-0.010
0.259	-0.010
0.264	-0.005
0.269	-0.015
0.273	-0.005
0.273	-0.010
0.273	-0.010
0.273	-0.005
0.278	-0.010
0.283	-0.010
0.288	-0.005
0.283	-0.005
0.293	-0.010
0.293	-0.010
0.298	-0.005
0.293	-0.010
0.303	-0.010
0.303	0.000
0.313	-0.010
0.313	-0.010
0.313	-0.005
0.313	-0.010
0.317	-0.010
0.317	-0.005
0.327	-0.005
0.322	-0.010
0.332	-0.005
0.327	0.000
0.332	-0.005
0.332	-0.010
0.337	-0.005
0.337	-0.010
0.342	-0.005
0.342	0.000
0.352	-0.005
0.352	-0.010
0.356	0.000
0.356	-0.010
0.361	-0.010
0.361	0.000
0.361	0.000
0.371	-0.010
0.371	0.000
0.371	-0.010
0.376	-0.010
0.376	0.000
0.381	0.000
0.381	-0.010
0.391	-0.005
0.391	0.000
0.391	-0.005
0.391	-0.005
0.400	0.000
0.396	-0.005
0.405	-0.005
0.400	0.000
0.405	0.000
0.405	-0.010
0.415	0.000
0.410	0.000
0.420	-0.005
0.420	0.000
0.425	0.000
0.425	-0.010
0.430	0.000
0.430	0.000
0.435	0.000
0.435	0.000
0.439	0.000
0.439	0.000
0.444	0.000
0.444	0.000
0.449	0.000
0.449	0.000
0.454	0.000
0.454	0.000
0.464	0.000
0.464	0.000
0.469	0.000
0.469	0.000
0.474	0.000
0.469	0.000
0.479	0.000
0.479	0.000
0.483	0.000
0.483	0.000
0.488	0.000
0.488	0.000
0.493	0.000
0.493	0.000
0.498	0.000
0.498	0.000
0.508	0.000
0.508	0.000
0.508	0.000
0.508	0.000
0.518	0.000
0.513	0.000
0.518	0.000
0.518	0.000
0.527	0.005
0.522	0.000
0.532	0.000
0.527	0.000
0.532	0.000
0.537	0.000
0.547	0.005
0.537	0.000
0.547	0.000
0.547	0.000
0.552	0.000
0.552	0.000
0.557	0.005
0.557	0.000
0.562	0.000
0.562	0.000
0.566	0.005
0.566	0.000
0.571	0.000
0.571	0.000
0.576	0.000
0.576	0.000
0.586	0.010
0.586	0.000
0.586	0.000
0.586	0.000
0.591	0.005
0.596	0.000
0.601	0.005
0.596	0.000
0.605	0.000
0.605	0.000
0.605	0.005
0.610	0.000
0.615	0.005
0.615	0.000
0.625	0.005
0.625	0.000
0.625	0.005
0.625	0.000
0.630	0.005
0.630	0.000
0.635	0.005
0.635	0.000
0.640	0.005
0.640	0.000
0.645	0.005
0.645	0.000
0.649	0.005
0.649	0.000
0.654	0.010
0.654	0.000
0.664	0.005
0.664	0.000
0.664	0.010
0.669	0.000
0.674	0.010
0.674	0.000
0.674	0.010
0.679	0.000
0.684	0.010
0.684	0.000
0.688	0.005
0.688	0.000
0.693	0.010
0.693	0.000
0.703	0.010
0.698	0.000
0.703	0.005
0.703	0.000
0.708	0.010
0.708	0.000
0.713	0.010
0.713	0.000
0.718	0.010
0.723	0.000
0.723	0.015
0.723	0.000
0.732	0.010
0.728	0.000
0.732	0.010
0.742	0.000
0.742	0.015
0.742	0.000
0.747	0.010
0.747	0.000
0.752	0.015
0.752	0.000
0.757	0.015
0.757	0.000
0.762	0.010
0.762	0.000
0.767	0.015
0.767	0.000
0.772	0.015
0.772	0.005
0.776	0.010
0.781	0.000
0.781	0.015
0.781	0.000
0.786	0.015
0.786	0.005
0.791	0.015
0.791	0.000
0.796	0.020
0.801	0.000
0.806	0.015
0.801	0.005
0.811	0.020
0.806	0.000
0.820	0.020
0.811	0.000
0.820	0.015
0.820	0.005
0.825	0.020
0.825	0.000
0.830	0.020
0.830	0.010
0.835	0.020
0.835	0.005
0.840	0.020
0.840	0.005
0.845	0.020
0.845	0.005
0.850	0.020
0.850	0.005
0.859	0.020
0.859	0.005
0.859	0.020
0.859	0.010
0.864	0.020
0.864	0.005
0.869	0.020
0.869	0.005
0.879	0.020
0.874	0.010
0.879	0.020
0.879	0.005
0.889	0.020
0.889	0.005
0.894	0.020
0.898	0.010
0.898	0.024
0.898	0.005
0.903	0.020
0.898	0.010
0.908	0.024
0.908	0.005
0.913	0.029
0.908	0.010
0.918	0.024
0.918	0.010
0.923	0.024
0.928	0.005
0.928	0.029
0.928	0.010
0.938	0.024
0.938	0.010
0.938	0.029
0.938	0.005
0.942	0.029
0.947	0.010
0.947	0.024
0.947	0.010
0.957	0.029
0.957	0.005
0.962	0.029
0.957	0.010
0.967	0.029
0.967	0.015
0.972	0.029
0.967	0.010
0.977	0.029
0.977	0.015
0.981	0.029
0.981	0.010
0.986	0.034
0.986	0.015
0.991	0.029
0.991	0.015
0.996	0.029
0.996	0.010
1.001	0.034
1.001	0.015
1.006	0.029
1.006	0.015
1.016	0.034
1.016	0.010
1.016	0.034
1.016	0.015
1.025	0.029
1.021	0.020
1.025	0.039
1.025	0.015
1.035	0.034
1.035	0.020
1.035	0.034
1.035	0.020
1.045	0.039
1.045	0.020
1.055	0.039
1.050	0.020
1.055	0.039
1.055	0.020
1.060	0.044
1.060	0.020
1.064	0.039
1.064	0.024
1.069	0.044
1.069	0.020
1.074	0.044
1.074	0.020
1.084	0.039
1.079	0.024
1.084	0.044
1.084	0.020
1.094	0.049
1.094	0.024
1.099	0.044
1.094	0.024
1.104	0.049
1.099	0.024
1.108	0.049
1.104	0.024
1.113	0.044
1.113	0.029
1.113	0.054
1.118	0.024
1.123	0.049
1.118	0.029
1.128	0.049
1.133	0.029
1.133	0.059
1.133	0.024
1.143	0.054
1.138	0.029
1.143	0.059
1.143	0.029
1.147	0.059
1.147	0.029
1.157	0.059
1.152	0.039
1.157	0.059
1.157	0.029
1.167	0.059
1.162	0.039
1.172	0.059
1.172	0.039
1.172	0.063
1.172	0.039
1.182	0.063
1.177	0.039
1.187	0.063
1.187	0.039
1.191	0.068
1.191	0.039
1.196	0.068
1.191	0.039
1.206	0.063
1.201	0.039
1.206	0.078
1.211	0.039
1.211	0.078
1.211	0.044
1.216	0.078
1.216	0.044
1.221	0.078
1.221	0.044
1.231	0.078
1.226	0.049
1.231	0.078
1.231	0.044
1.235	0.083
1.235	0.049
1.250	0.083
1.250	0.054
1.250	0.083
1.250	0.049
1.255	0.088
1.250	0.054
1.260	0.088
1.255	0.059
1.260	0.093
1.265	0.054
1.270	0.093
1.270	0.059
1.270	0.093
1.274	0.063
1.274	0.098
1.279	0.059
1.289	0.098
1.289	0.063
1.289	0.098
1.289	0.068
1.294	0.107
1.294	0.068
1.299	0.103
1.299	0.068
1.299	0.107
1.304	0.073
1.309	0.112
1.309	0.073
1.318	0.112
1.314	0.078
1.318	0.117
1.318	0.078
1.328	0.122
1.328	0.078
1.333	0.122
1.328	0.088
1.338	0.127
1.333	0.083
1.343	0.132
1.338	0.088
1.348	0.127
1.348	0.093
1.353	0.137
1.348	0.093
1.357	0.142
1.357	0.098
1.362	0.137
1.367	0.098
1.367	0.146
1.367	0.098
1.372	0.146
1.372	0.107
1.377	0.146
1.377	0.107
1.382	0.156
1.382	0.112
1.387	0.156
1.387	0.117
1.392	0.161
1.392	0.117
1.397	0.166
1.397	0.122
1.406	0.166
1.406	0.127
1.406	0.176
1.406	0.127
1.411	0.181
1.411	0.137
1.421	0.181
1.421	0.142
1.426	0.190
1.426	0.142
1.431	0.195
1.431	0.156
1.436	0.195
1.431	0.156
1.440	0.205
1.436	0.156
1.445	0.205
1.445	0.161
1.450	0.215
1.450	0.166
1.455	0.220
1.455	0.171
1.460	0.225
1.455	0.176
1.465	0.234
1.465	0.181
1.470	0.234
1.470	0.186
1.480	0.239
1.475	0.195
1.484	0.244
1.484	0.195
1.484	0.254
1.484	0.200
1.494	0.254
1.489	0.210
1.494	0.264
1.494	0.210
1.504	0.269
1.504	0.220
1.509	0.269
1.509	0.225
1.509	0.283
1.514	0.225
1.519	0.288
1.519	0.239
1.523	0.293
1.523	0.244
1.528	0.303
1.523	0.244
1.533	0.313
1.533	0.259
1.538	0.313
1.538	0.259
1.543	0.322
1.543	0.273
1.548	0.327
1.548	0.278
1.553	0.337
1.553	0.283
1.563	0.347
1.563	0.293
1.567	0.347
1.563	0.298
1.572	0.361
1.567	0.303
1.572	0.366
1.572	0.313
1.582	0.371
1.582	0.322
1.587	0.391
1.582	0.327
1.592	0.391
1.587	0.337
1.597	0.396
1.592	0.347
1.602	0.410
1.602	0.352
1.606	0.415
1.606	0.366
1.611	0.425
1.606	0.371
1.616	0.435
1.611	0.376
1.621	0.439
1.621	0.391
1.626	0.449
1.626	0.396
1.631	0.459
1.631	0.410
1.641	0.469
1.641	0.415
1.646	0.479
1.641	0.420
1.650	0.488
1.646	0.435
1.655	0.493
1.650	0.444
1.655	0.508
1.655	0.449
1.665	0.518
1.660	0.469
1.670	0.527
1.670	0.474
1.670	0.547
1.670	0.479
1.680	0.547
1.680	0.493
1.685	0.557
1.685	0.498
1.690	0.571
1.690	0.513
1.694	0.576
1.694	0.527
1.699	0.591
1.699	0.527
1.704	0.601
1.704	0.547
1.709	0.605
1.709	0.557
1.719	0.625
1.719	0.562
1.719	0.630
1.719	0.576
1.724	0.640
1.724	0.586
1.729	0.654
1.729	0.596
1.738	0.664
1.733	0.610
1.743	0.674
1.743	0.625
1.748	0.693
1.748	0.630
1.753	0.703
1.753	0.645
1.758	0.713
1.758	0.649
1.763	0.728
1.763	0.664
1.768	0.728
1.768	0.679
1.773	0.747
1.773	0.684
1.777	0.757
1.777	0.698
1.782	0.762
1.782	0.708
1.787	0.776
1.787	0.713
1.797	0.786
1.797	0.728
1.797	0.791
1.797	0.737
1.807	0.806
1.807	0.742
1.807	0.815
1.807	0.752
1.816	0.815
1.812	0.757
1.816	0.830
1.816	0.762
1.826	0.830
1.821	0.781
1.826	0.835
1.826	0.772
1.836	0.845
1.836	0.781
1.841	0.840
1.836	0.781
1.846	0.840
1.846	0.781
1.851	0.840
1.851	0.781
1.856	0.840
1.856	0.781
1.856	0.835
1.860	0.767
1.870	0.835
1.865	0.767
1.875	0.825
1.875	0.762
1.875	0.830
1.875	0.757
1.880	0.825
1.880	0.757
1.885	0.820
1.885	0.752
1.895	0.815
1.890	0.742
1.895	0.815
1.895	0.747
1.899	0.811
1.899	0.742
1.904	0.811
1.904	0.737
1.914	0.801
1.914	0.737
1.919	0.801
1.914	0.728
1.924	0.801
1.919	0.723
1.929	0.786
1.924	0.723
1.934	0.786
1.934	0.713
1.939	0.781
1.939	0.708
1.943	0.772
1.943	0.703
1.948	0.767
1.953	0.693
1.953	0.762
1.953	0.688
1.958	0.747
1.958	0.684
1.968	0.747
1.963	0.669
1.968	0.737
1.968	0.664
1.973	0.723
1.973	0.654
1.982	0.723
1.978	0.645
1.982	0.708
1.982	0.635
1.992	0.703
1.992	0.625
1.992	0.688
1.997	0.610
1.997	0.679
1.997	0.605
2.007	0.664
2.002	0.591
2.012	0.654
2.012	0.576
2.017	0.645
2.012	0.566
2.022	0.630
2.022	0.557
2.031	0.625
2.026	0.542
2.031	0.605
2.031	0.532
2.036	0.591
2.036	0.518
2.041	0.581
2.041	0.508
2.051	0.566
2.046	0.493
2.051	0.557
2.051	0.479
2.056	0.547
2.056	0.469
2.061	0.527
2.061	0.459
2.070	0.518
2.070	0.439
2.075	0.508
2.070	0.430
2.075	0.488
2.080	0.420
2.080	0.479
2.085	0.400
2.090	0.469
2.085	0.396
2.090	0.449
2.095	0.386
2.100	0.444
2.100	0.366
2.105	0.430
2.109	0.356
2.109	0.415
2.109	0.342
2.114	0.410
2.114	0.327
2.119	0.396
2.119	0.317
2.124	0.381
2.124	0.308
2.129	0.371
2.129	0.293
2.134	0.356
2.134	0.283
2.139	0.347
2.139	0.273
2.149	0.337
2.149	0.259
2.149	0.322
2.149	0.254
2.158	0.313
2.153	0.234
2.158	0.303
2.163	0.225
2.168	0.293
2.168	0.220
2.173	0.278
2.173	0.205
2.178	0.269
2.173	0.195
2.188	0.254
2.178	0.186
2.188	0.244
2.188	0.176
2.192	0.239
2.192	0.166
2.197	0.234
2.197	0.156
2.197	0.220
2.202	0.156
2.207	0.210
2.207	0.137
2.212	0.195
2.212	0.132
2.217	0.190
2.217	0.117
2.227	0.186
2.222	0.117
2.227	0.171
2.227	0.107
2.232	0.161
2.232	0.098
2.236	0.156
2.236	0.093
2.246	0.146
2.241	0.088
2.246	0.137
2.246	0.078
2.251	0.137
2.256	0.073
2.266	0.117
2.266	0.068
2.266	0.117
2.266	0.059
2.271	0.107
2.266	0.059
2.275	0.098
2.271	0.054
2.280	0.098
2.275	0.039
2.285	0.088
2.285	0.039
2.290	0.078
2.290	0.039
2.295	0.078
2.295	0.029
2.300	0.068
2.305	0.024
2.305	0.059
2.305	0.020
2.310	0.059
2.310	0.015
2.319	0.049
2.315	0.010
2.324	0.039
2.319	0.010
2.324	0.039
2.324	0.005
2.329	0.039
2.329	0.000
2.334	0.029
2.339	0.000
2.344	0.024
2.344	0.000
2.344	0.024
2.344	-0.010
2.354	0.015
2.349	0.000
2.358	0.010
2.354	-0.015
2.363	0.010
2.363	-0.015
2.368	0.005
2.368	-0.015
2.373	0.005
2.373	-0.020
2.373	0.000
2.383	-0.020
2.383	0.000
2.383	-0.020
2.388	0.000
2.388	-0.024
2.393	0.000
2.393	-0.024
2.398	-0.005
2.393	-0.020
2.402	0.000
